,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,income_encoded
12843,57,Private,182028,Bachelors,13,Married,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,0
25539,20,Private,194247,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,25,United-States,<=50K,0
2373,57,Private,205708,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,Poland,<=50K,0
28814,38,Local-gov,414791,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,42,United-States,>50K,1
14808,48,Private,345006,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Mexico,<=50K,0
13718,21,Private,63665,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K,0
30946,31,Private,57781,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K,0
14144,57,Self-emp-not-inc,138285,Assoc-acdm,12,Married,Other-service,Husband,White,Male,0,0,40,Iran,<=50K,0
38507,37,Federal-gov,75073,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,42,United-States,<=50K,0
12076,34,Private,386877,HS-grad,9,Married,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,0
48538,65,Private,165609,HS-grad,9,Married,Other-service,Husband,White,Male,0,0,32,United-States,<=50K,0
25541,17,Private,123335,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,0
41693,37,Private,112264,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0
32331,50,Private,278188,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,45,United-States,<=50K,0
29306,31,Self-emp-not-inc,234537,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,0
30538,36,Private,203717,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,0
35122,25,State-gov,203279,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,India,<=50K,0
37873,29,Private,221366,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
42059,40,Private,114200,HS-grad,9,Married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
36190,39,Private,48063,12th,8,Married,Handlers-cleaners,Husband,White,Male,0,0,32,United-States,<=50K,0
32405,33,Private,168387,11th,7,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0
19103,23,Private,253190,Assoc-acdm,12,Married,Handlers-cleaners,Husband,White,Male,0,0,25,United-States,<=50K,0
7521,28,Private,150309,HS-grad,9,Married,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,45,United-States,<=50K,0
47448,24,Private,97676,Some-college,10,Married,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,0
23441,45,Private,175958,Prof-school,15,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1
19853,33,Private,240979,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
45373,20,Private,143604,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K,0
18666,44,Federal-gov,161240,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
39820,27,Private,373545,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
37230,35,Private,191103,HS-grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0
22273,61,Federal-gov,197311,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,0
9607,25,Private,251854,11th,7,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K,0
24132,66,Private,174491,HS-grad,9,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,0
45964,31,Private,63861,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,34,United-States,<=50K,0
32152,22,Private,186849,11th,7,Divorced,Sales,Own-child,White,Male,0,0,50,United-States,<=50K,0
22966,35,Private,201328,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,0
12185,34,Self-emp-not-inc,304622,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,<=50K,0
4919,23,Private,244408,Some-college,10,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,24,Vietnam,<=50K,0
2076,51,Private,161482,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,38,United-States,<=50K,0
30387,33,Private,80058,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
23877,51,Local-gov,195844,Some-college,10,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,1
41118,71,Private,159722,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,25,United-States,<=50K,0
32006,24,Private,223515,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,0
22489,37,Self-emp-not-inc,203828,HS-grad,9,Married,Sales,Husband,White,Male,0,0,45,United-States,<=50K,0
44795,29,Private,119793,7th-8th,4,Married,Craft-repair,Husband,White,Male,0,0,40,Portugal,>50K,1
13875,44,Private,156815,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
7710,58,Local-gov,237879,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,58,United-States,<=50K,0
6412,17,Private,226980,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,17,United-States,<=50K,0
32878,19,Private,355712,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K,0
19446,35,Self-emp-not-inc,61343,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,90,United-States,<=50K,0
46629,43,Private,177905,Some-college,10,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1
14128,42,Private,190290,Assoc-acdm,12,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1
1313,51,Private,179646,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0
18012,42,Private,115511,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,0
29769,42,Private,154374,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K,1
48542,32,Private,259425,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
45017,37,Private,51198,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,0
46464,37,Self-emp-not-inc,101561,Assoc-voc,11,Married,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K,1
18640,43,Private,302041,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0
34471,36,Self-emp-inc,141609,Some-college,10,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,1
17527,28,Federal-gov,281860,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
46794,22,Private,289579,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
48532,28,Private,112917,Assoc-voc,11,Married,Tech-support,Husband,Other,Male,0,0,40,Mexico,<=50K,0
33127,73,Private,113446,5th-6th,3,Married,Exec-managerial,Husband,White,Male,0,0,54,United-States,>50K,1
26428,34,Private,94413,Some-college,10,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,0
10883,46,Private,81497,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,48,United-States,<=50K,0
13265,43,Private,96249,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,42,United-States,>50K,1
46909,49,Private,368355,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,43,United-States,>50K,1
42670,38,Private,225399,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0
40128,41,Private,80666,Some-college,10,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,1
19287,29,Private,118230,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K,0
15835,29,Private,150861,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
22036,42,Private,190403,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,60,Canada,<=50K,0
45449,43,Self-emp-not-inc,175943,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,14,United-States,<=50K,0
4977,55,Private,414994,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
24814,37,Private,409189,HS-grad,9,Married,Other-service,Husband,White,Male,0,0,30,Mexico,<=50K,0
47852,38,Private,154210,Bachelors,13,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K,1
30826,46,Private,102102,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
29648,45,Private,112761,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,0
5781,21,Private,176356,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K,0
44683,23,Private,84726,Assoc-acdm,12,Married,Farming-fishing,Wife,White,Female,0,0,45,Germany,<=50K,0
44574,55,Private,342121,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,54,United-States,<=50K,0
22755,25,Local-gov,31873,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
7847,22,Private,58916,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K,0
14423,29,Private,107160,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
39258,56,Private,106850,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
28016,19,Private,196119,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K,0
8784,30,Private,109117,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,<=50K,0
28199,25,Private,231714,Some-college,10,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0
20981,41,Local-gov,107327,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,0
38825,31,Private,361497,7th-8th,4,Never-married,Farming-fishing,Other-relative,White,Male,0,0,60,Portugal,<=50K,0
20926,22,Private,142566,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
14686,30,Private,53285,HS-grad,9,Married,Sales,Husband,White,Male,0,0,52,United-States,>50K,1
2800,47,Private,168283,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1
3073,27,Private,229803,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K,0
19804,47,Self-emp-inc,96798,HS-grad,9,Married,Exec-managerial,Husband,White,Male,0,0,80,United-States,>50K,1
391,27,Private,301302,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,0
26321,35,Private,176123,10th,6,Married,Other-service,Husband,Asian-Pac-Islander,Male,0,0,60,India,<=50K,0
11745,33,Private,167309,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
13094,34,Private,734193,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K,0
46908,42,Self-emp-not-inc,151809,HS-grad,9,Divorced,Farming-fishing,Unmarried,White,Male,0,0,50,United-States,<=50K,0
38159,32,Private,72591,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
10320,31,Private,334744,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
43391,78,Private,163140,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,12,United-States,<=50K,0
14607,20,Private,289944,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K,0
41715,32,Private,256362,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,1
4263,36,Private,99270,HS-grad,9,Married,Farming-fishing,Wife,White,Female,0,0,40,United-States,<=50K,0
13036,40,Private,257364,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K,0
22358,45,Private,129371,9th,5,Separated,Other-service,Unmarried,Other,Female,0,0,40,Trinadad&Tobago,<=50K,0
38043,26,Private,250261,1st-4th,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,55,Mexico,<=50K,0
29524,43,Private,184018,Assoc-acdm,12,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,0
17660,26,Private,196805,Some-college,10,Married,Transport-moving,Husband,Black,Male,0,0,65,United-States,<=50K,0
37451,17,Private,125236,10th,6,Never-married,Sales,Own-child,White,Female,0,0,22,United-States,<=50K,0
5655,41,Private,140590,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,33,United-States,<=50K,0
2490,36,Private,104772,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,48,United-States,<=50K,0
47803,42,Private,230355,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,Cuba,<=50K,0
39546,54,Private,320012,Some-college,10,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,0
36074,25,Private,158734,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K,0
46100,45,Private,175990,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,<=50K,0
16180,37,Private,360743,Some-college,10,Married,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,>50K,1
39068,51,Private,75640,HS-grad,9,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K,0
5942,26,Private,213799,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
24747,18,Private,89419,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,0,0,10,United-States,<=50K,0
4506,35,Private,181020,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,60,United-States,<=50K,0
16910,29,Self-emp-inc,241431,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K,1
3226,58,Local-gov,310085,10th,6,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0
23545,50,Self-emp-not-inc,29231,HS-grad,9,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,1
11929,44,Private,120277,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,38,United-States,>50K,1
33020,34,Private,113364,Some-college,10,Married,Machine-op-inspct,Husband,White,Male,0,0,40,Germany,<=50K,0
35088,74,Private,154347,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,10,United-States,<=50K,0
25560,60,Local-gov,202473,Assoc-voc,11,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0
900,63,Local-gov,28856,7th-8th,4,Married,Other-service,Husband,White,Male,0,0,55,United-States,<=50K,0
25582,44,Private,128676,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0
39887,23,Private,117363,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K,0
1315,24,Private,96279,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K,0
27145,28,Private,102533,Some-college,10,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K,0
12647,27,Private,106935,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,0
29925,43,Private,323713,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0
19712,61,Private,171429,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,36,United-States,<=50K,0
17829,23,Private,103064,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
17088,33,Private,392812,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,1
21364,49,Private,157272,HS-grad,9,Separated,Sales,Unmarried,White,Male,0,0,50,United-States,<=50K,0
31891,59,Private,53481,Some-college,10,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K,0
45669,39,Local-gov,218490,Assoc-acdm,12,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1
36540,51,State-gov,79324,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K,0
3054,42,Self-emp-not-inc,64632,HS-grad,9,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,0
24162,22,Private,113550,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,0
29820,48,Local-gov,127921,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,0
8809,34,Private,319854,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Taiwan,>50K,1
339,45,Private,261192,HS-grad,9,Married,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K,0
8212,32,Private,73621,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,42,United-States,<=50K,0
23365,64,Private,180624,Assoc-acdm,12,Never-married,Prof-specialty,Other-relative,White,Female,0,0,30,United-States,<=50K,0
46900,27,Private,198286,Some-college,10,Married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
32471,28,Private,185647,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K,0
35079,49,Private,304864,Some-college,10,Divorced,Tech-support,Unmarried,Black,Female,0,0,35,United-States,<=50K,0
16697,61,Self-emp-not-inc,392694,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K,1
38427,49,Private,213897,Bachelors,13,Married,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,Japan,>50K,1
40217,27,Private,587310,Assoc-acdm,12,Married,Transport-moving,Own-child,White,Male,0,0,40,El-Salvador,<=50K,0
37083,43,Private,215624,Some-college,10,Married,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K,0
11182,41,Private,108681,Some-college,10,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,0
30464,21,Private,138816,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,20,United-States,<=50K,0
12801,26,Self-emp-inc,176981,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,50,United-States,<=50K,0
11266,43,Private,456236,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1
7588,60,Self-emp-not-inc,168223,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K,0
43645,23,Private,27881,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,66,United-States,<=50K,0
